"","trait","id","lor","se","pval"
"1321","PCT where patients GP was registered: BERKSHIRE WEST PCT","ukb-b-14085",-0.440942933570322,0.334463892209742,0.187384048054717
"1322","Methods of discharge from hospital (recoded): Patient death","ukb-b-16061",-1.3174137850207,1.0003293334458,0.187845308673485
"1323","Former alcohol drinker","ukb-b-12654",0.207159829001248,0.157463968545785,0.188307838837213
"1324","Average monthly champagne plus white wine intake","ukb-b-217",-0.0755605902806675,0.057777764377235,0.190948024352019
"1325","Non-cancer illness code, self-reported: transient ischaemic attack (tia)","ukb-b-15749",0.464651926378482,0.355372949684058,0.191041240906945
"1326","PCT where patients GP was registered: DARLINGTON PCT","ukb-b-6849",0.496558222895034,0.379802586034818,0.191073034693361
"1327","Number of oatcakes with  butter/margarine","ukb-b-2183",0.202606193080382,0.154998461451387,0.191161873210076
"1328","Illnesses of siblings: Chronic bronchitis/emphysema","ukb-b-13952",0.218960519601622,0.167610681681439,0.191428885269722
"1329","Operative procedures - secondary OPCS: R32.3 Repair of obstetric laceration of vagina and floor of pelvis","ukb-b-15363",0.363734173775564,0.279213034730222,0.192673100150774
"1330","Operation code: mastectomy","ukb-b-3083",0.301473548936974,0.231424309932595,0.192681481327872
"1331","Breakfast cereal consumed","ukb-b-10286",-0.193060757411688,0.148290183375092,0.19294649704322
"1332","Ever taken oral contraceptive pill","ukb-b-9509",-0.125759697256326,0.0968675193846857,0.194196334389522
"1333","Poultry intake","ukb-b-16010",0.103189490040054,0.0795575386890371,0.194616645471443
"1334","Dessert consumers","ukb-b-5460",-0.211273039136371,0.162896768771271,0.194639783616068
"1335","pc21","pc21",0.0134323886917283,0.0103748902779578,0.195423132948026
"1336","Smoking/smokers in household","ukb-b-960",0.0983603659753327,0.0760783911444448,0.196051949044892
"1337","Treatment/medication code: vitamin c product","ukb-b-12466",-1.29099871047885,1.00040185775545,0.196884009537961
"1338","Operation code: colectomy/hemicolectomy","ukb-b-11402",0.431787938246067,0.335143249034858,0.197617787846104
"1339","Systolic blood pressure, automated reading","ukb-b-20175",0.0347198158632548,0.0269605072804942,0.197814629015512
"1340","Ever had cervical smear test","ukb-b-7128",-0.292933993026512,0.227491932781128,0.197861693695895
"1341","Non-cancer illness code, self-reported: essential hypertension","ukb-b-7582",0.408903743956227,0.318042075187037,0.198551021966267
"1342","Mushroom intake","ukb-b-4043",-0.130997438918623,0.101938907548007,0.198771913136
"1343","Spinach intake","ukb-b-812",0.144670525991994,0.112583586667387,0.198790368551993
"1344","PCT where patients GP was registered: LEEDS NORTH WEST PCT","ukb-b-17967",-0.639669698069249,0.500133318536814,0.200897630678789
"1345","pc19","pc19",-0.0132052126501362,0.0103393362429412,0.201538051197294
"1346","Flavoured milk intake","ukb-b-12763",0.268671175434174,0.211866619241814,0.204756990783522
"1347","pc37","pc37",0.0133412217982452,0.0105533636465053,0.206169829559079
"1348","pc6","pc6",-0.00973177829835321,0.00770308604494807,0.206459482109689
"1349","Diagnoses - secondary ICD10: R00.2 Palpitations","ukb-b-1480",0.479688293475116,0.379787621687363,0.206573540958061
"1350","Operation code: spinal laminectomy","ukb-b-2528",0.317830368482091,0.251925975469821,0.207091959014511
"1351","Diagnoses - main ICD10: R13 Dysphagia","ukb-b-7073",0.351266542119105,0.279205876896092,0.208358664879401
"1352","Cancer code, self-reported: basal cell carcinoma","ukb-b-8837",-0.445945909482426,0.354617152494093,0.208557495298417
"1353","Starch","ukb-b-8537",0.0913239732248963,0.0726390039956415,0.208670172508837
"1354","Diagnoses - main ICD10: M51.1 Lumbar and other intervertebral disk disorders with radiculopathy","ukb-b-18279",0.399176140876408,0.318035230372467,0.209430907110032
"1355","Treatment/medication code: zopiclone","ukb-b-6105",-0.88828387874597,0.708012873190419,0.209618397605242
"1356","Vitamin and/or mineral supplement use: Evening primrose","ukb-b-277",-0.568551269818209,0.453583534370713,0.210036380627621
"1357","Snackpot intake","ukb-b-12912",0.641938645675434,0.512515030296977,0.210378086423254
"1358","Operative procedures - main OPCS: W84.8 Other specified therapeutic endoscopic operations on other joint structure","ukb-b-8566",0.418741844102089,0.335133442899769,0.211490316862527
"1359","Number of unsuccessful stop-smoking attempts","ukb-b-4801",0.0800684189760905,0.0641021089216204,0.211637202643344
"1360","Smoking compared to 10 years previous","ukb-b-17820",-0.13554684487069,0.108535636836219,0.211712814271938
"1361","Duration of questionnaire","ukb-b-19885",0.0907150770993392,0.0726598671319871,0.211851871839013
"1362","Non-cancer illness code, self-reported: allergy/hypersensitivity/anaphylaxis","ukb-b-9039",-0.510127912493085,0.409043396338276,0.21235196612768
"1363","Thickness of butter/margarine spread on bread rolls: thin","ukb-b-9029",0.426652661554529,0.342214282394274,0.212492389163101
"1364","pc14","pc14",-0.0109653234151405,0.0088166653128942,0.213608460705243
"1365","PCT responsible for patient data: BRADFORD AND AIREDALE TEACHING PCT","ukb-b-12357",-0.508681049703898,0.409046207716207,0.213654750880213
"1366","Diagnoses - main ICD10: K62.5 Haemorrhage of anus and rectum","ukb-b-11582",0.210143933099183,0.169132018902031,0.214057809705664
"1367","Pace-maker","ukb-b-2317",0.471751812506771,0.379781953421295,0.214175726854364
"1368","Diagnoses - main ICD10: K13.7 Other and unspecified lesions of oral mucosa","ukb-b-18785",-1.24153183320036,1.00050689517317,0.214641648839978
"1369","Diagnoses - main ICD10: M51.2 Other specified intervertebral disk displacement","ukb-b-12872",0.471026451673418,0.379780030942184,0.214878784187245
"1370","Reason for not eating or drinking normally: Other reason untypical diet","ukb-b-6063",0.266410107844957,0.214974040377803,0.215246852849287
"1371","Manic/hyper symptoms: I was more active than usual","ukb-b-11542",-0.250678562038466,0.202376537814703,0.215466239322583
"1372","Treatment/medication code: multivitamins","ukb-b-10284",-0.212158846849063,0.171335149975807,0.215616676088006
"1373","Reproduciblity of spirometry measurement using ERS/ATS criteria","ukb-b-19066",0.10457868283997,0.0844657522901206,0.215671807770814
"1374","Diagnoses - main ICD10: S82.80 Fractures of other parts of lower leg (closed)","ukb-b-5946",0.469700453866378,0.379778874396906,0.216171176831073
"1375","Treatment/medication code: fexofenadine","ukb-b-10433",0.469426399149229,0.379778875347463,0.216439273774683
"1376","Cancer code, self-reported: uterine/endometrial cancer","ukb-b-13545",-1.23590645734091,1.00051823955907,0.216731413922525
"1377","Diagnoses - main ICD10: K57.3 Diverticular disease of large intestine without perforation or abscess","ukb-b-10859",0.224739318101534,0.181936596506392,0.216733105317841
"1378","Non-cancer illness code, self-reported: enlarged prostate","ukb-b-7469",0.254683056002779,0.206263230270944,0.216924404994988
"1379","Ever had prostate specific antigen (PSA) test","ukb-b-15695",0.100076393672425,0.0811043835170548,0.217232381774182
"1380","Fish consumer","ukb-b-17673",-0.207640068212937,0.16831696566786,0.217342558884483
"1381","Operative procedures - secondary OPCS: T86.2 Sampling of axillary lymph nodes","ukb-b-18953",-0.617095812845892,0.500232129400058,0.217344944217634
"1382","PCT where patients GP was registered: BATH AND NORTH EAST SOMERSET PCT","ukb-b-14116",-0.503980599695118,0.409057381018844,0.217929080028577
"1383","Treatment/medication code: salmeterol","ukb-b-12725",0.504315429726619,0.410095910922507,0.218790752236358
"1384","Low fat hard cheese intake","ukb-b-18079",0.178244973537783,0.14499853603672,0.218963810804262
"1385","Operative procedures - secondary OPCS: Z80.1 First metatarsal","ukb-b-10848",-1.22884791144036,1.00053098410696,0.219373490361639
"1386","Mineral and other dietary supplements: Iron","ukb-b-14863",0.169070699326941,0.137795187349607,0.219833489474229
"1387","Couscous intake","ukb-b-758",-0.668210862890949,0.544702834194294,0.219918873352372
"1388","Operative procedures - main OPCS: S06.9 Unspecified other excision of lesion of skin","ukb-b-9537",0.170476033623683,0.13899844148984,0.220025605320239
"1389","Tinnitus severity/nuisance","ukb-b-14254",0.0224410605157263,0.0183550901838503,0.221478193245366
"1390","Cancer code, self-reported: colon cancer/sigmoid cancer","ukb-b-20145",0.464139807834933,0.37977427869286,0.221652228923903
"1391","Adopted as a child","ukb-b-13183",0.242236950786922,0.198322726317836,0.2219239732619
"1392","Treatment/medication code: felodipine","ukb-b-1974",0.307133070056832,0.251920657732568,0.222781239758938
"1393","ECG, heart rate","ukb-b-11361",-0.0724767910224263,0.0595078804645249,0.223248287279909
"1394","PCT where patients GP was registered: WOKINGHAM PCT","ukb-b-16920",-0.701622558157033,0.57693384924275,0.223938047321553
"1395","Treatment speciality of consultant (recoded): Clinical oncology","ukb-b-11765",0.281527911968594,0.231505034071722,0.223955649340979
"1396","Pairs matching completion status","ukb-b-18",-0.178666983924604,0.146922116325844,0.223959797688479
"1397","Type of fat/oil used in cooking: Olive spread","ukb-b-9275",-0.504128118948113,0.41521013966075,0.224689780390278
"1398","Treatment/medication code: mebeverine","ukb-b-12089",0.386002551994592,0.318026495901931,0.224845735985093
"1399","Neuroticism score","ukb-b-4630",0.0110174705169863,0.00909800086366704,0.225904189166459
"1400","Beer/cider intake","ukb-b-4961",-0.0911660974084871,0.0752927765009938,0.225963900560677
"1401","Main speciality of consultant (recoded): Oral and maxillo facial surgery","ukb-b-16040",0.496056754769714,0.410090696961914,0.226422076008633
"1402","Diagnoses - secondary ICD10: I84.6 Residual haemorrhoidal skin tags","ukb-b-1228",0.429209318166715,0.355344466300017,0.227097922798762
"1403","Operative procedures - main OPCS: Q35.2 Endoscopic bilateral clipping of fallopian tubes","ukb-b-16269",-0.604023236238906,0.500286115484045,0.227295232121421
"1404","Operative procedures - secondary OPCS: Y82.2 Injection of local anaesthetic NEC","ukb-b-16062",0.212958150796214,0.176461265174027,0.227498925114565
"1405","Operative procedures - main OPCS: F09.1 Surgical removal of impacted wisdom tooth","ukb-b-1939",0.428652471629351,0.355344029677527,0.227700787010508
"1406","Other savoury snack intake","ukb-b-18718",-0.533578592171135,0.443258239950284,0.228680563289587
"1407","Type of baguette eaten: white","ukb-b-6989",-0.463088945229772,0.385473601397031,0.229615227139509
"1408","Operative procedures - main OPCS: E08.1 Polypectomy of internal nose","ukb-b-46",0.402214421825352,0.335121441806563,0.230059743498206
"1409","Type of cancer: ICD10: C18.7 Sigmoid colon","ukb-b-15775",0.49186787702005,0.410083590334207,0.230359540833197
"1410","Types of spreads/sauces consumed: Jam/honey","ukb-b-1579",-0.241964418953449,0.201914485144555,0.230780411831869
"1411","Fruit consumers","ukb-b-17554",-0.209736936570991,0.175097137030401,0.230982465139489
"1412","3mm strong meridian (right)","ukb-b-6852",0.0589395596408742,0.0493387062817398,0.232246984827213
"1413","Operative procedures - main OPCS: K75.3 Percutaneous transluminal balloon angioplasty and insertion of 1-2 stents into coronary artery","ukb-b-18948",0.489500423097687,0.410081314124118,0.232608357948325
"1414","PCT where patients GP was registered: BRADFORD AND AIREDALE TEACHING PCT","ukb-b-13458",-0.488252869430485,0.409093536298897,0.232673866793252
"1415","Knee pain for 3+ months","ukb-b-8906",0.15865282839957,0.133157649701673,0.233470648900218
"1416","Why stopped smoking: Financial reasons","ukb-b-11048",0.12975051255342,0.109073492371211,0.234215593498968
"1417","Age diabetes diagnosed","ukb-b-7435",-0.105979414161395,0.0891088479728278,0.234311653196337
"1418","Frequency of travelling from home to job workplace","ukb-b-185",-0.0524892796827063,0.0441604593507668,0.234595701984471
"1419","Operative procedures - secondary OPCS: Z86.4 Metatarsophalangeal joint of great toe","ukb-b-17501",0.451317644251006,0.379762988582067,0.234668277956348
"1420","Operative procedures - main OPCS: L85.1 Ligation of long saphenous vein","ukb-b-14422",-0.359625528494155,0.302852134102256,0.23504527079805
"1421","PCT where patients GP was registered: NORTH BRADFORD PCT","ukb-b-10145",-1.18803530892707,1.00060136559311,0.235100911600798
"1422","Non-cancer illness code, self-reported: thyroid problem (not cancer)","ukb-b-13532",0.486078545661424,0.410078296319027,0.235886573685103
"1423","Non-cancer illness code, self-reported: unclassifiable","ukb-b-4257",0.150652683212398,0.127204541218055,0.236280812479199
"1424","Sweetened cereal intake","ukb-b-10640",-0.392438433413984,0.332406050590793,0.237761842884224
"1425","Operative procedures - secondary OPCS: Y20.3 Biopsy of lesion of organ NOC","ukb-b-19064",0.395486954003143,0.335116607871609,0.237941642001085
"1426","Operative procedures - main OPCS: Q11.3 Evacuation of products of conception from uterus NEC","ukb-b-2769",0.44807004575648,0.379760210459538,0.238049444730364
"1427","Operation code: mouth/salivary gland surgery","ukb-b-15200",-0.52819784682401,0.44787414425458,0.238261080302425
"1428","Operative procedures - secondary OPCS: Z48.1 Skin of scalp","ukb-b-17085",0.357472463482411,0.303316170530527,0.238578474420649
"1429","Treatment/medication code: becotide 50 inhaler","ukb-b-10003",0.342320389187719,0.29049785907362,0.238640316123986
"1430","Vitamin and/or mineral supplement use: Other vitamin","ukb-b-15907",-0.595795324264726,0.505742965923393,0.238772871742194
"1431","Diagnoses - secondary ICD10: K62.5 Haemorrhage of anus and rectum","ukb-b-6824",0.30624644426652,0.260088871883349,0.239008577799937
"1432","Diagnoses - secondary ICD10: M17.1 Other primary gonarthrosis","ukb-b-12964",0.446773935066733,0.379759104062982,0.239408436835493
"1433","Vitamin and mineral supplements: Vitamin E","ukb-b-12506",-0.201475709710459,0.171357427731725,0.23968962728572
"1434","How are people in household related to participant: Son and/or daughter (include step-children)","ukb-b-14280",-0.0671024024642025,0.0572004924671639,0.240752168299726
"1435","Pure fruit/vegetable juice intake","ukb-b-337",0.106350730221099,0.0906685643819782,0.240811267506207
"1436","pc7","pc7",0.00655270511119306,0.00559969424190358,0.241924594779439
"1437","Type of meals eaten: Takeaway meals","ukb-b-14640",0.363366484874671,0.311227622039339,0.242997827725398
"1438","Pulse wave peak to peak time","ukb-b-8778",-0.0482009655515002,0.0413071080213859,0.243253677493747
"1439","PCT where patients GP was registered: DERBYSHIRE COUNTY PCT","ukb-b-15760",0.262532164772715,0.225628502266169,0.24460261271653
"1440","Carotene","ukb-b-16202",-0.0844769266650384,0.0726471810603728,0.24489510261601
"1441","Diagnoses - secondary ICD10: I84.2 Internal haemorrhoids without complication","ukb-b-1259",0.476189156148426,0.41006861092336,0.24554323897842
"1442","Treatment/medication code: serevent 25mcg inhaler","ukb-b-7754",0.475137674123516,0.410067874717233,0.246586418316318
"1443","Omelette intake","ukb-b-11272",0.146747375802855,0.1268281823715,0.247249267762761
"1444","pc30","pc30",-0.0120495487917896,0.010428165857377,0.247893458630943
"1445","Bread intake","ukb-b-11348",0.0312894188202617,0.0271122383851367,0.248471503805801
"1446","PCT where patients GP was registered: TRAFFORD PCT","ukb-b-20307",0.335117328434838,0.29049345466164,0.248658438799641
"1447","Ever had hysterectomy (womb removed)","ukb-b-6445",0.165256509737176,0.143304022172118,0.248833139037022
"1448","PCT responsible for patient data: DERBYSHIRE COUNTY PCT","ukb-b-20382",0.259500997439801,0.225627211207295,0.250089651028653
"1449","Operative procedures - main OPCS: M53.8 Other specified vaginal operations to support outlet of female bladder","ukb-b-1233",0.515082184301901,0.449089551001646,0.251403276714872
"1450","Non-cancer illness code, self-reported: peritonitis","ukb-b-11751",0.432990520870799,0.379747652110949,0.254200521903531
"1451","Treatment/medication code: adcal-d3 1.5g/10micrograms chewable tablet","ukb-b-7966",-0.466457815102395,0.409141229744368,0.254248817336612
"1452","Diagnoses - secondary ICD10: N81.6 Rectocele","ukb-b-3412",0.381220285079339,0.335106452347935,0.255283576261286
"1453","Treatment/medication code: premarin 625micrograms tablet","ukb-b-16315",-0.656079421762309,0.577207403171825,0.255687073018887
"1454","Diagnoses - secondary ICD10: T81.4 Infection following a procedure, not elsewhere classified","ukb-b-4586",0.431349420931172,0.379746039074882,0.256002942795851
"1455","Diagnoses - secondary ICD10: K29.6 Other gastritis","ukb-b-18102",0.403364629634839,0.355324434164055,0.256291138156107
"1456","Type of bread roll eaten: white","ukb-b-3381",0.281689418730224,0.248154910056782,0.256318598601281
"1457","Seeds intake","ukb-b-4548",-0.466845093641367,0.411427492836362,0.256502751328493
"1458","Garlic intake","ukb-b-17223",-0.150646742110078,0.132846649246952,0.25679883638925
"1459","3mm cylindrical power angle (left)","ukb-b-18509",0.0558573250058495,0.0492603113977247,0.256827487757154
"1460","Diagnoses - main ICD10: K92.2 Gastro-intestinal haemorrhage, unspecified","ukb-b-14999",-0.799756787849945,0.705433151219896,0.256916112462612
"1461","Operative procedures - secondary OPCS: E13.6 Puncture of maxillary antrum","ukb-b-4820",-1.13433775794307,1.00067995955102,0.256976231134464
"1462","Heating type(s) in home: Oil (kerosene) central heating","ukb-b-4184",-0.361064478040346,0.319259449118312,0.258078768278781
"1463","Mango intake","ukb-b-6218",-0.507281422706558,0.449412243261697,0.258996406387321
"1464","PCT responsible for patient data: TRAFFORD PCT","ukb-b-13775",0.32769423239871,0.290489110702937,0.259287186681344
"1465","pc27","pc27",-0.011798917569357,0.0104773909790501,0.260109961530725
"1466","Scotch pancake intake","ukb-b-2035",0.258315228896528,0.2294764316751,0.260304314929215
"1467","Melon intake","ukb-b-19862",-0.29088999913773,0.258423083642527,0.260320159479331
"1468","Type of cancer: ICD10: C43.7 Malignant melanoma of lower limb, including hip","ukb-b-2750",-1.12588827317805,1.00069110784137,0.260542127556649
"1469","Illnesses of father: Lung cancer","ukb-b-14521",0.111249242455602,0.0988947923352637,0.260620739171749
"1470","Milk added to cereal","ukb-b-228",-0.0815629042931924,0.072730943697211,0.262103456030477
"1471","Treatment/medication code: calcium salts","ukb-b-11886",0.325739833340373,0.290488132786618,0.262137495837392
"1472","Close to major road","ukb-b-1100",0.111583137832804,0.0995079180940236,0.262139192997629
"1473","3mm weak meridian angle (left)","ukb-b-3188",0.0551958612646815,0.0492597377797346,0.262497941943132
"1474","Garlic bread intake","ukb-b-602",-0.39997955477323,0.357188058637889,0.262798561693126
"1475","Non-cancer illness code, self-reported: stomach disorder","ukb-b-4561",-1.12048932996591,1.00069842788201,0.262838515267668
"1476","Number of incorrect matches in round","ukb-b-19129",0.073588596962581,0.0658873175543079,0.264043237434698
"1477","Vitamin and/or mineral supplement use: Selenium","ukb-b-16639",-1.11993462960786,1.00293678343067,0.264141756415364
"1478","Treatment/medication code: aspirin 75mg tablet","ukb-b-15649",0.324063108137991,0.290487156582194,0.264599825258733
"1479","Types of spreads/sauces consumed: Tomato ketchup","ukb-b-260",0.346881935301879,0.31121847230458,0.265024865048276
"1480","Celery intake","ukb-b-14145",-0.146290260940495,0.131309333096015,0.265241081224072
"1481","Gas or solid-fuel cooking/heating: A gas fire that you use regularly in winter time","ukb-b-10806",-0.0613208324653012,0.0550450534494946,0.265274175948432
"1482","Diagnoses - secondary ICD10: N85.8 Other specified noninflammatory disorders of uterus","ukb-b-8685",-0.781281275645798,0.705625019104414,0.268199348125758
"1483","Diagnoses - main ICD10: K42.9 Umbilical hernia without obstruction or gangrene","ukb-b-14541",0.351425040650927,0.318003381775509,0.269116937128846
"1484","Prune intake","ukb-b-3022",-0.303080696150026,0.274324510221402,0.269235237329153
"1485","Diagnoses - secondary ICD10: M17.9 Gonarthrosis, unspecified","ukb-b-20414",0.26978561085386,0.244468660994943,0.2697844496245
"1486","PCT where patients GP was registered: BRACKNELL FOREST PCT","ukb-b-10485",-1.10396655434906,1.00071869995696,0.269951738709591
"1487","Diagnoses - main ICD10: D22.3 Melanocytic naevi of other and unspecified parts of face","ukb-b-3596",-0.777946023642759,0.705658529770197,0.270270531920814
"1488","Operation code: endometrial ablation","ukb-b-1822",0.350325317207857,0.318002844075928,0.270617303008706
"1489","Operation code: knee surgery (not replacement)","ukb-b-1508",0.154364003815041,0.140248192791083,0.271049541758859
"1490","Illness, injury, bereavement, stress in last 2 years: Death of a spouse or partner","ukb-b-7356",0.213759755777557,0.194686779298553,0.272218682358211
"1491","Leg pain on walking : effect of standing still","ukb-b-3665",-0.167095596524463,0.152367447443897,0.272789153953853
"1492","PCT responsible for patient data: NORTH SOMERSET PCT","ukb-b-38",-0.415508915991729,0.37901724089804,0.272956380102837
"1493","Eye problems/disorders: Glaucoma","ukb-b-17324",0.202509749883243,0.184894126676641,0.273396566775872
"1494","Cancer year/age first occurred","ukb-b-16345",-0.0942837258349491,0.0861553573674826,0.273803486063338
"1495","Diagnoses - main ICD10: M75.1 Rotator cuff syndrome","ukb-b-50",0.387742410098796,0.355312550615524,0.275153496342941
"1496","Age hay fever, rhinitis or eczema diagnosed","ukb-b-7556",0.0677287471241448,0.0621049915478703,0.275469887535403
"1497","PCT where patients GP was registered: BROXTOWE AND HUCKNALL PCT","ukb-b-1539",0.365291603235923,0.335095263679712,0.27566350181654
"1498","Operation code: gynaecological surgery","ukb-b-13607",0.330370885321601,0.303299582841061,0.276041017491828
"1499","Illnesses of father: Severe depression","ukb-b-5942",-0.184323805009376,0.169539504163055,0.276947242211223
"1500","Type of cancer: ICD10: C44.7 Skin of lower limb, including hip","ukb-b-6994",0.486392525983826,0.449059009043142,0.278747521153118
"1501","Operation code: testicular/scrotal operation","ukb-b-14742",0.314392479130733,0.290481552040594,0.279112677637634
"1502","Operative procedures - secondary OPCS: Y80.2 Inhalation anaesthetic using endotracheal intubation NEC","ukb-b-19199",-0.383510398460941,0.354711834473657,0.279613219528073
"1503","Number of times snap-button pressed","ukb-b-7432",-0.0859699198245542,0.079546640390457,0.279808960416803
"1504","PCT where patients GP was registered: LEEDS WEST PCT","ukb-b-12087",-0.759741803822928,0.705835559867161,0.281760811612724
"1505","Cheesy biscuits intake","ukb-b-19847",-0.818793738708663,0.76498114718075,0.284464050295427
"1506","Operative procedures - secondary OPCS: T85.2 Block dissection of axillary lymph nodes","ukb-b-4373",0.298643683978347,0.279176470078054,0.2847404737563
"1507","Diagnoses - secondary ICD10: C77.3 Axillary and upper limb lymph nodes","ukb-b-1702",0.405533989867132,0.379724583396233,0.285534606965444
"1508","Types of spreads/sauces consumed: Salad dressing","ukb-b-16295",-0.441818046496975,0.414865774593391,0.286891204757043
"1509","Cancer code, self-reported: malignant melanoma","ukb-b-12915",-0.403016733380384,0.379037690234137,0.287662721228635
"1510","Operative procedures - secondary OPCS: Y84.2 Sedation NEC","ukb-b-3823",0.33789557035248,0.317994593986137,0.287971212907655
"1511","Non-cancer illness code, self-reported: infective/viral hepatitis","ukb-b-7901",0.476734771903053,0.449049200169585,0.288392898245483
"1512","Illness, injury, bereavement, stress in last 2 years: Serious illness, injury or assault of a close relative","ukb-b-9049",0.0863275793078288,0.0813705577102583,0.288726665781715
"1513","Operative procedures - secondary OPCS: Z28.5 Descending colon","ukb-b-2424",0.214216923396903,0.202153506929983,0.289292691806996
"1514","Manic/hyper symptoms: I needed less sleep than usual","ukb-b-11588",0.233009333655447,0.219934779525479,0.289396065530005
"1515","Qualifications: CSEs or equivalent","ukb-b-10505",-0.0872978714925079,0.0824119687087904,0.289469400793289
"1516","Type of cancer: ICD10: C50.9 Breast, unspecified","ukb-b-19041",0.222424158773835,0.210610978430165,0.290927075725441
"1517","Cherry intake","ukb-b-2221",-0.333736070659396,0.316057548334097,0.290998138787382
"1518","Treatment/medication code: oxybutynin","ukb-b-5821",0.473936596876474,0.449046291917367,0.291229045338599
"1519","Operative procedures - main OPCS: W87.9 Unspecified diagnostic endoscopic examination of knee joint","ukb-b-15942",0.306404148729069,0.290476796123707,0.291502278477729
"1520","Treatment speciality of consultant (recoded): Colorectal surgery","ukb-b-3969",0.244133455509603,0.231491610949568,0.291603555070077
"1521","Types of spreads/sauces consumed: Low fat mayonnaise","ukb-b-8102",-0.405796977366077,0.385210478627291,0.29213836789943
"1522","3mm index of best keratometry results (right)","ukb-b-7596",-0.0797743933161102,0.0758014800530908,0.292610528611374
"1523","Breaded fish intake","ukb-b-5753",-0.346548739017039,0.329473505611718,0.292879472198909
"1524","Battered fish intake","ukb-b-14166",-0.378129777767022,0.360373196688034,0.294052600604679
"1525","Diagnoses - main ICD10: I84.8 Unspecified haemorrhoids with other complications","ukb-b-7444",0.333425715383546,0.317991712486176,0.294391787088584
"1526","Diagnoses - secondary ICD10: N81.2 Incomplete uterovaginal prolapse","ukb-b-2055",0.470491591353636,0.449042437902579,0.294746233475682
"1527","Diagnoses - secondary ICD10: Z85.4 Personal history of malignant neoplasm of genital organs","ukb-b-11709",0.317131560333151,0.303291363647254,0.295730352057209
"1528","Liver intake","ukb-b-6373",-0.555865979052055,0.531957570972062,0.296048759303708
"1529","Diagnoses - secondary ICD10: Z87.3 Personal history of diseases of the musculoskeletal system and connective tissue","ukb-b-18023",0.428341156605712,0.410024241185934,0.296174237698778
"1530","Treatment/medication code: meloxicam","ukb-b-16128",0.428067193340549,0.410024242065426,0.296483263071802
"1531","Current employment status: Full or part-time student","ukb-b-20437",-0.349021387397063,0.334593244225211,0.296892051112745
"1532","Operation code: arthroscopy nos","ukb-b-3005",0.176412414614512,0.169121998762322,0.296898536825754
"1533","Retinol","ukb-b-17406",-0.0768444190644432,0.0736819708024394,0.296985232252631
"1534","Iron","ukb-b-20447",-0.075595121033118,0.0726656484363519,0.298193852482096
"1535","Operative procedures - secondary OPCS: Z92.7 Trunk NEC","ukb-b-1807",0.315319105118177,0.303290268304338,0.298497362227671
"1536","Non-cancer illness code, self-reported: crohns disease","ukb-b-8210",-0.733124496966768,0.706079608938177,0.2991290646828
"1537","Operation code: bladder surgery","ukb-b-18477",0.301531077068636,0.290474164993125,0.299239773868185
"1538","3mm index of best keratometry results (left)","ukb-b-15924",0.0855549923905577,0.0824237285869584,0.299274787790268
"1539","Operative procedures - secondary OPCS: Q12.4 Removal of intrauterine contraceptive device NEC","ukb-b-7237",0.465862353254228,0.449037660233322,0.299517646055788
"1540","Treatment/medication code: chondroitin product","ukb-b-5425",-0.289143870627055,0.278847365275097,0.299770700828997
"1541","Operative procedures - secondary OPCS: Y80.8 Other specified general anaesthetic","ukb-b-18572",-0.732151412913072,0.706085685579259,0.299775093558251
"1542","Treatment/medication code: beconase 50micrograms nasal spray","ukb-b-11862",-0.423694573765316,0.409224443384786,0.300500871196109
"1543","3mm cylindrical power angle (right)","ukb-b-14695",-0.0510955129729814,0.0493762466757869,0.300753119120578
"1544","Oily fish intake","ukb-b-2209",-0.0299020238006208,0.028925113145915,0.301241928042356
"1545","Operation code: hip surgery (not replacement)","ukb-b-9882",-0.596381310909776,0.577508245417336,0.301753598246552
"1546","Illnesses of father: High blood pressure","ukb-b-19456",-0.0735832407562911,0.0713296393862019,0.302262268610703
"1547","Operation code: endoscopy / gastroscopy","ukb-b-6354",0.181847131055329,0.17645156799619,0.302738685409413
"1548","Operative procedures - secondary OPCS: W85.2 Endoscopic irrigation of knee joint","ukb-b-19546",0.422424957610375,0.410018890855622,0.302889235396689
"1549","Irritability","ukb-b-13745",0.0619298943913781,0.0602991650668035,0.304399756026277
"1550","Operation code: cone biopsy","ukb-b-5479",0.266930601107869,0.260069205865047,0.304711107203789
"1551","Ever tried to stop smoking","ukb-b-13936",0.119403311432787,0.116473316617985,0.305289617818728
"1552","Treatment/medication code: finasteride","ukb-b-2029",0.389225612252285,0.37971150854291,0.305336700279505
"1553","pc25","pc25",0.0107272396094352,0.0104748612367134,0.305791010394935
"1554","Operation code: maxillo-facial surgery","ukb-b-13435",-0.388104481319476,0.379060557143839,0.305901979879015
"1555","3mm weak meridian angle (right)","ukb-b-3386",-0.0505411068062343,0.0493779441861205,0.306044885802016
"1556","Non-cancer illness code, self-reported: bronchiectasis","ukb-b-18163",0.459143236978313,0.449031043695968,0.306534836718441
"1557","6mm weak meridian (left)","ukb-b-13538",0.0544519823895757,0.0533101761615592,0.307056362022869
"1558","PCT responsible for patient data: WARRINGTON PCT","ukb-b-10778",0.458499663236728,0.4490301042675,0.307212313123952
"1559","Diagnoses - secondary ICD10: K63.5 Polyp of colon","ukb-b-17845",0.324544899072042,0.317986018894597,0.307431516452355
"1560","Operative procedures - main OPCS: H51.1 Haemorrhoidectomy","ukb-b-7284",0.324143074440764,0.317985762256823,0.308030435358903
